dataset,n,prevalence,roc_auc,pr_auc,mcc,bal_acc,brier,tp,tn,fp,fn
OOF,1822,0.7974753018660812,0.9803117370471709,0.9951023422349949,0.8297443990614728,0.9214315955960661,0.043737465375420385,1394,326,43,59
