NP-ID,molecular_name,molecular_formula,MW,XLogP,SMILES,InChIKey,Murcko_scaffold,p_antagonist,is_top_hit,UMAP1,UMAP2
CNP0401229,,C23H24N2O8,456.4461495525701,0.6462999999999994,COc1cc(C=CC(=O)c2nc3ccccc3[nH]2)ccc1OC1OC(CO)C(O)C(O)C1O,LBAAVQLOIVHFGE-UHFFFAOYSA-N,O=C(C=Cc1ccc(OC2CCCCO2)cc1)c1nc2ccccc2[nH]1,5.179776359645802e-05,False,6.8584337,8.623325
CNP0169123,,C16H15ClN2O7,382.7530641412366,0.3199199999999995,Cc1c(CC(=O)NCC(=O)NCC(=O)O)c(=O)oc2cc(O)c(Cl)cc12,PGCZVTQDTCKHKJ-UHFFFAOYSA-N,O=c1ccc2ccccc2o1,0.9995772896847568,False,6.052636,10.350445
CNP0413470,,C5H10O2,102.1318968773367,0.3463,CCC(O)C(C)=O,HDKKRASBPHFULQ-UHFFFAOYSA-N,,0.8630135197376941,False,7.9016066,4.442226
CNP0005850,,C16H27N3O3,309.40449910572045,-0.2172999999999978,CC(=O)N1CC2COCCN2C2(C1)CN(C1CCOCC1)C2,OSGDPMSTNVZRKG-UHFFFAOYSA-N,C1CC(N2CC3(CNCC4COCCN43)C2)CCO1,7.593941626336018e-07,False,5.146297,8.177056
CNP0047282,,C28H21F10OP,594.4245596979748,7.453600000000008,CC(C)=C(C(C(=O)C(F)(F)C(F)(F)F)=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(F)(F)C(F)(F)F,GCHXANOZTOGCNL-UHFFFAOYSA-N,C=P(c1ccccc1)(c1ccccc1)c1ccccc1,0.0116728400364457,False,5.4555407,5.424615
CNP0281409,,C20H30O6,366.4493701159501,1.2905999999999989,C=C1CC2OC2C(C)(O)CCC2C3=CC(C(O)C(C)(C)O)OC3OCC12,CWQXZHGXSAZDMP-UHFFFAOYSA-N,C=C1CC2OC2CCCC2C3=CCOC3OCC12,1.0335145864722356e-06,False,5.229251,3.7164164
CNP0000703,,C58H105O23P,1201.416536129507,4.875200000000007,CCCCCCCCCCCCCC=CC=CC(=O)OCC(COP(=O)(O)OC1C(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCCC,ADSDFTYHRPAWHX-UHFFFAOYSA-N,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,1.0480877958451397e-06,False,8.523959,9.4301
CNP0224519,,C25H29N3O5,451.5158135396028,2.8523000000000014,COc1cc2c(cc1OC)CN(C(=O)CCCCCn1c(=O)[nH]c3ccccc3c1=O)CC2,JDSNAQVGEGFAMZ-UHFFFAOYSA-N,O=C(CCCCCn1c(=O)[nH]c2ccccc2c1=O)N1CCc2ccccc2C1,0.005834320596371,False,7.146055,8.716514
CNP0202939,,C19H22N2O5,358.3891096750583,1.3818399999999995,Cc1cc(O)c2c(C)c(CC(=O)N3CCC(C(N)=O)CC3)c(=O)oc2c1,RMBIRPUQTOIBCR-UHFFFAOYSA-N,O=C(Cc1cc2ccccc2oc1=O)N1CCCCC1,0.9047869264861208,False,5.798752,8.654802
CNP0203180,,C31H62O,450.82454446519625,11.373999999999986,CCCCCCCCCCCCCCCCCCCCCCCC(C)CCC(=O)CCC,CCYJFPNROISFTF-UHFFFAOYSA-N,,0.990261988814029,False,8.467941,9.2360325
CNP0447862,,[C45H50N3O13]+,840.8925267262592,1.41362,Cc1cc(=O)c2cc3c(c([NH+]4C=C5C=CN=C5C4)c2o1)OC1(CCCC(C2CNC(=O)C2)C1)C(OOCC(O)(Cc1ccc(O)c2ccc(O)cc12)C(O)C(O)C(O)CO)C3,HHCCOJBWYMWGRO-UHFFFAOYSA-O,O=C1CC(C2CCCC3(C2)Oc2c(cc4c(=O)ccoc4c2[NH+]2C=C4C=CN=C4C2)CC3OOCCCc2cccc3ccccc23)CN1,0.946385481130138,False,18.885487,10.143296
CNP0176044,,C8H18O5S,226.2919303740532,0.9914,CC(O)CCC(OS(=O)(=O)O)C(C)C,RPESHUOYYLJEQJ-UHFFFAOYSA-N,,0.0007025634992015,False,12.134125,7.1970844
CNP0182275,,C18H16N2O5,340.3307292553156,2.0628,COC(=O)c1ccccc1NC(=O)C1(OC)Nc2ccccc2C1=O,DWUUEFPETVAASH-UHFFFAOYSA-N,O=C(Nc1ccccc1)C1Nc2ccccc2C1=O,0.9990324166649912,False,6.8471103,11.467787
CNP0279546,,C39H48O5,596.7968807962168,9.192800000000002,CCC(C=C1OC(=O)C2=C(c3cccc(O)c3)C3CCC12C1C2=C(CCC31)C(=CCCC1CCCC1)OC2=O)CCC(C)C,BMDFWIHBVKIIHY-UHFFFAOYSA-N,C=C1OC(=O)C2=C(c3ccccc3)C3CCC12C1C2=C(CCC31)C(=CCCC1CCCC1)OC2=O,0.4656642830879387,False,4.1568117,9.323866
CNP0305083,,C40H64O17,816.9275278850498,1.8161000000000005,CC(=O)OC1C(OC(CO)C(O)C(O)C(O)C(=O)OC(C)CCCCCCCCCCCCCCCC(=O)Cc2cccc(O)c2C(=O)O)OC(CO)C(O)C1O,PPTNCWGNQQEDMY-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCOC(=O)CCCCOC1CCCCO1)Cc1ccccc1,0.9998174961700816,False,8.49621,4.146104
CNP0010049,,C20H21ClN2O3,372.8460325410657,4.1194200000000025,COc1ccc(C(=O)NCCc2c(C)[nH]c3c(Cl)cccc23)cc1OC,DKTGAOACMHIWJV-UHFFFAOYSA-N,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1,0.0097726751713798,False,9.9195795,2.4427009
CNP0425655,,C15H22O2,234.3345448911261,3.0103000000000018,CC(C)C1CC2C3(CC1OC3=O)CC1CC12C,PTISNUDEVUCIFZ-UHFFFAOYSA-N,O=C1OC2CCC3C4CC4CC13C2,0.0347008888039381,False,5.164475,2.431556
CNP0244902,,C62H111N11O12,1202.6136436837471,7.374300000000015,CC=CCC(C)C(O)C1/C(O)=N/C(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)/C(O)=N/C(C(C)C)C(=O)N(C)C(CC(C)C)/C(O)=N/C(C)/C(O)=N/C(C)C(=O)N(C)C(CC(C)C)/C(O)=N/C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,UYPPEWHLQQUDPM-UHFFFAOYSA-N,O=C1CN=CCN=CCNC(=O)CN=CCNC(=O)CNC(=O)CN=CCNC(=O)CNC(=O)CN=CCN1,1.5922341790580147e-05,False,10.583595,1.3128557
CNP0149144,,C27H38N4O3,466.61664546950806,4.339600000000004,COc1ccc(-c2nnc(CC3CC(C(C)C)C(CN4CCC(C(N)=O)CC4)C=C3C)o2)cc1,VKOHWFDIQKLWSB-UHFFFAOYSA-N,C1=CC(CN2CCCCC2)CCC1Cc1nnc(-c2ccccc2)o1,1.1354290434750453e-06,False,5.0813613,7.9318533
CNP0203377,,C83H101N5O10,1328.7206608806823,12.225799999999984,CC(C)CC(C)(O)CNCNC1C#CCC(CO)Oc2cc(cc(CCc3ccccc3CCO)c2O)C2Oc3c(c4c(c5c3CCC(CO)O5)-c3ccc(O)c5c3C(C4)C(c3ccc4[nH]ccc4c3)C(CNCCCc3ccccc3)=C5)CC12OCNC1CCCC2(CCCC2)C1,PUJZMIPJGSVNSQ-UHFFFAOYSA-N,C1#CCC2(OCNC3CCCC4(CCCC4)C3)Cc3c4c(c5c(c3OC2c2cc(CCc3ccccc3)cc(c2)OCC1)CCCO5)-c1cccc2c1C(C4)C(c1ccc3[nH]ccc3c1)C(CNCCCc1ccccc1)=C2,4.184729859761925e-08,False,21.406574,8.864384
CNP0016076,,C16H23F2N3O4S,391.4350324510247,-0.3811999999999984,CN1CCN(CC2OCC(NS(=O)(=O)c3ccc(F)cc3F)C2O)CC1,WTSSIGNBPIFXPC-UHFFFAOYSA-N,O=S(=O)(NC1COC(CN2CCNCC2)C1)c1ccccc1,0.9195949200124532,False,7.792466,10.95655
CNP0050308,,C18H28F2N2O5,390.422824741225,0.2985000000000011,O=C(CC1CC2OC(CNC3CCOCC3)C(O)C2O1)N1CCC(F)(F)C1,FMZQURMPMOGGLE-UHFFFAOYSA-N,O=C(CC1CC2OC(CNC3CCOCC3)CC2O1)N1CCCC1,0.115626801819271,False,4.182335,6.0531487
CNP0010173,,C24H18FNO5,419.4027261566591,3.5618000000000025,O=C(CC1(O)C(=O)N(Cc2ccccc2F)c2ccccc21)c1ccc2c(c1)OCO2,HKFUIKBAIPRSKS-UHFFFAOYSA-N,O=C(CC1C(=O)N(Cc2ccccc2)c2ccccc21)c1ccc2c(c1)OCO2,0.4271222234323499,False,4.5809374,9.586791
CNP0240417,,C26H44N2O2,416.6407427540335,3.880600000000003,CC1=C2CCC3(C)C4C(O)CC5(O)C(C)C(N(C)C)CCC5(C)C4CCC23CN1C,FKTUIAROLJADNJ-UHFFFAOYSA-N,C1=C2CCC3C4CCC5CCCCC5C4CCC23CN1,0.0488533954501307,False,3.2097268,3.963171
CNP0293139,,C29H26N2O4,466.528826730672,5.885400000000005,COC1=C(c2c[nH]c3ccccc23)C(=O)C(OC)=C(c2c(C=CC(C)C)[nH]c3ccccc23)C1=O,JSYUWHFYLDTZKB-UHFFFAOYSA-N,O=C1C=C(c2c[nH]c3ccccc23)C(=O)C=C1c1c[nH]c2ccccc12,0.3530593724553661,False,5.7846413,6.9673643
CNP0141284,,C18H21NO6S,379.4292197380159,1.9804399999999995,CSCCC(NC(=O)Cc1c(C)c2ccc(O)c(C)c2oc1=O)C(=O)O,BUUYRJDZJDFFFS-UHFFFAOYSA-N,O=c1ccc2ccccc2o1,0.9923277160469492,False,17.599003,8.96112
CNP0099172,,C25H20O6,416.4236420616321,4.230720000000002,CC1=CC(=O)c2c(cc(C)c(C(C)C3=C(C)C(=O)c4cccc(O)c4C3=O)c2O)C1=O,APOSECIMGPVABS-UHFFFAOYSA-N,O=C1C=CC(=O)c2cc(CC3=CC(=O)c4ccccc4C3=O)ccc21,0.8574162110553263,False,10.755256,7.2376413
CNP0337911,,C16H18N4O5,346.3385453834632,0.2370000000000003,COC(=O)COC1COC2C1OCC2n1cc(-c2ccccn2)nn1,XIJNJZKICVWTJF-UHFFFAOYSA-N,c1ccc(-c2cn(C3COC4CCOC43)nn2)nc1,3.105295791415913e-06,False,6.935855,5.9607024
CNP0293886,,C36H54O13,694.8075570493625,1.142600000000003,COC1CC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,CSVNMGCNZRUZHN-UHFFFAOYSA-N,O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCC(OC6CCCCO6)CO5)CC4CCC23)CO1,3.3753720603036596e-10,False,5.758033,11.3300295
CNP0218805,,C47H63N11O16,1038.0690687585668,-3.850400000000012,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(N)CO)C(=O)O,QWZFRBFNOQRQRR-UHFFFAOYSA-N,O=C(CCc1ccccc1)NCCc1c[nH]c2ccccc12,0.0002142250395606,False,20.384619,8.395897
CNP0250520,,C25H26O6,422.4712865845868,4.758900000000005,CC(C)(O)CCc1c2c(c3occ(-c4ccc(O)cc4)c(=O)c3c1O)C=CC(C)(C)O2,BPXHIAACGCIWGL-UHFFFAOYSA-N,O=c1c(-c2ccccc2)coc2c3c(ccc12)OCC=C3,0.9976321031774764,False,0.33866167,10.381489
CNP0056396,,C9H9F9O2,320.15252869066296,4.003000000000002,CCCCOC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,FRXPVAUOSRDYQZ-UHFFFAOYSA-N,,0.5893440131792702,False,7.491645,4.652823
CNP0329531,,C40H50O4,594.8240932730869,9.113600000000002,CC(C=CC=C(C)C=CC1=C(C)C(=O)C(=O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)C(O)CC1(C)C,SMEOIWGPBCHFNQ-UHFFFAOYSA-N,O=C1C=C(C=CC=CC=CC=CC=CC=CC=CC=CC=CC2=CC(=O)C(=O)CC2)CCC1,0.9690080127757896,False,3.8802106,5.654431
CNP0368075,,C19H28N2O2,316.4385394153049,2.4907000000000004,CC(C)Oc1ccc(C2N3CC4(C)CN2CC(C)(C3)C4O)cc1,NKRMFNJGZRZSIY-UHFFFAOYSA-N,c1ccc(C2N3CC4CC(C3)CN2C4)cc1,0.0884635861895344,False,4.0194435,7.710355
CNP0079060,,C35H50O11,646.7662482821327,2.3778,C=C(C)C1(O)C(OC(C)=O)C(C)C2(O)C(C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CCCCCCCCC,CEEFNBYRKPOUJV-UHFFFAOYSA-N,O=C1C=CC2C1CC1OC1C1CCCCC21,2.7300151133985e-05,False,7.6729903,8.542812
CNP0120394,,C30H36O7,508.603778534354,5.930200000000006,C=C(C)C(O)Cc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)c(O)c1CC=C(C)CCC=C(C)C)O2,YMILJRPIVTZKTL-UHFFFAOYSA-N,O=C1CC(c2ccccc2)Oc2ccccc21,0.0550857817849434,False,8.317781,6.7770805
CNP0278099,,C20H28O5,348.4340836807291,3.2725000000000017,CC=C(C)C(=O)OC1CCC2CC3(O)OC(=O)C(C)=C3CC2(C)C1C,QHIDRSDWHHORCC-UHFFFAOYSA-N,O=C1C=C2CC3CCCCC3CC2O1,0.8321011922729936,False,7.744789,0.7619565
CNP0367238,,C19H18O7,358.34275010082195,2.882100000000001,COc1cc(OC)c(C2CC(=O)Oc3cc4c(cc32)OCO4)cc1OC,KDFAKNRVGCEDPM-UHFFFAOYSA-N,O=C1CC(c2ccccc2)c2cc3c(cc2O1)OCO3,0.2438875935306673,False,5.742461,8.741693
CNP0255628,,C24H23N5O4,445.4714346063627,2.4384,COc1ccc2[nH]cc(CCNC(=O)C(=O)Nc3ccc(C(=O)c4nccn4C)cc3)c2c1,BMVWXFAFINXHSG-UHFFFAOYSA-N,O=C(NCCc1c[nH]c2ccccc12)C(=O)Nc1ccc(C(=O)c2ncc[nH]2)cc1,0.0408720756700574,False,6.046755,8.772048
CNP0277214,,C16H26O8,346.37347336863365,-1.0054,CC(=CCO)CCC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O,QZIOPOIUZGGXKI-UHFFFAOYSA-N,C1CCOCC1,0.0647176462889716,False,8.745692,3.7388337
CNP0204765,,C35H56O2,508.8192484569629,9.5419,CC=C(C)C(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C4C(C)C(C)=CCC4(C)CCC23C)C1(C)C,JJEGKKSMEQODKL-UHFFFAOYSA-N,C1=CCC2C(C1)CCC1C2CCC2C3CCCCC3CCC21,0.8402955350347368,False,5.082837,-3.402453
CNP0312597,,C32H48O9,576.7193492289784,4.367900000000003,CCC(O)C(C)C1OC1CC(C)C=CC=C(C)C1OC(=O)CC(O)/C=C\C(C)(OC(C)=O)C(OC(C)=O)/C=C\C1C,VBPCYBBFXQBDNY-NLYGKTCMSA-N,O=C1CCC=CCCC=CCC(C=CC=CCCC2CO2)O1,4.593682080348282e-06,False,8.245228,1.3668727
CNP0290637,,C29H27N3O5,497.54287561910326,2.823500000000001,CCc1ccc2c(c1)C1(NC(Cc3ccc(O)c(O)c3)C3C(=O)N(Cc4ccccc4)C(=O)C31)C(=O)N2,ONEXPVCGLIADDB-UHFFFAOYSA-N,O=C1C2C(Cc3ccccc3)NC3(C(=O)Nc4ccccc43)C2C(=O)N1Cc1ccccc1,0.7637407218892606,False,1.8199575,8.243553
CNP0276645,,C6H5N3O,135.12363369853435,-0.4359000000000002,C=c1ncn2nc(O)cc12,JTHRRGRDPSXHHN-UHFFFAOYSA-N,C=c1ncn2nccc12,0.2808720419498127,False,7.4527555,8.956723
CNP0130221,,C20H28O7,380.4328935358679,1.4648,C=C1C(=O)OC2/C=C(\CO)C(=O)CCC(C)(O)CC(OC(=O)C(C)CC)C12,CWZRFOLPVANUTN-MDWZMJQESA-N,C=C1C(=O)OC2C=CC(=O)CCCCCC12,0.0008818202869717,False,8.11425,4.10402
CNP0146966,,C21H28O7,392.4436294326559,1.2744999999999995,COC1=CC(=O)C2CC3OC(=O)CC4C(C)C(OC)C(O)C(C2(C)C1=O)C34C,QJRKUPNUSZPWNU-UHFFFAOYSA-N,O=C1CC2CCCC3C4C(=O)C=CC(=O)C4CC(O1)C23,0.992306382265512,False,6.0261316,8.514836
CNP0210644,,C31H48O3,468.712183766774,7.99800000000001,C=C(CCC(C(=O)O)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(=O)C(C)(C)C1CC3)C(C)C,KBZOWVQYHZLSSX-UHFFFAOYSA-N,O=C1CCC2C3=C(CCC2C1)C1CCCC1CC3,0.9293941228398922,False,4.8211756,5.3768673
CNP0231487,,C26H45NO18,659.6324591419335,-6.522199999999986,CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C)C(O)C(OC2OC(C)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C1O,UTJMWWBYJZRONA-UHFFFAOYSA-N,C1CCC(OC2CCCOC2OC2CCOC(OC3CCOCC3)C2)OC1,6.95424940832992e-06,False,-3.2548585,11.561373
CNP0155718,,C30H46O5,486.6843762174732,5.034000000000005,CC(=CC(=O)C1OC1(C)C)C1CCC2(C)C1CC(O)C1C34CCC(O)(OC3)C(C)(C)C4CCC12C,DNEQSUWGQYPGFV-UHFFFAOYSA-N,O=C(C=CC1CCC2C1CCC1C2CCC2CC3CCC21CO3)C1CO1,0.0132973020750885,False,6.2173853,3.7737045
CNP0160869,,C26H30N2O7,482.5265968383194,3.3082400000000014,Cc1coc2cc3oc(=O)c(CCC(=O)N4CCCC(C(=O)NCCCC(=O)O)C4)c(C)c3cc12,RYUTYCMQUHUTCU-UHFFFAOYSA-N,O=C(CCc1cc2cc3ccoc3cc2oc1=O)N1CCCCC1,0.1960206246555245,False,4.6104884,16.444576
CNP0180730,,C16H25NO2,263.3758062564275,3.125100000000001,CCNCC1(c2ccc(OC)c(OC)c2)CCCC1,QIPNSJQHARFBRZ-UHFFFAOYSA-N,c1ccc(C2CCCC2)cc1,0.0014873458016143,False,5.268821,6.2865305
CNP0194978,,C53H82O19,1023.2088379672964,1.8878000000000057,CC=C(C)C(=O)OC1C(OC(=O)C(C)=CC)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)OC)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)C(O)C2O,DVMBKVOKOFYOMP-UHFFFAOYSA-N,C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CCCCO4)CCC3C2C1,3.3399072485527146e-05,False,6.49496,3.1927261
CNP0058546,,C67H106O34,1455.5407925276888,-5.086300000000012,CC(=O)OC1C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC4(C)C2(CO)CC3)C(OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,RUKMTWSLPMKVQW-UHFFFAOYSA-N,O=C(OC1OCCC(OC2CCCCO2)C1OC1CCC(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2,6.54367590392279e-08,False,6.3278704,-1.7169442
CNP0189981,,C21H22O5,354.39717505456235,4.2168000000000045,COc1c(C=CC(=O)c2ccc(O)c(O)c2)ccc(O)c1CC=C(C)C,RDYZHQQZLIBKBP-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)c1ccccc1,7.034064930781876e-05,False,5.211843,6.9294496
CNP0419860,,C63H97N11O13,1216.5126139545437,0.7917700000000086,CNC(=N)NCCNCC(C(N)O)C(O)C1(c2c[nH]cn2)C=CC(C2C(O)C(OC3OCC(O)C(O)C3O)C(C)(CO)C3CCC4(C)C(CC=C5C6CC(C)(CO)CCC6(C(=O)O)C6CNc7nc[nH]c7CC6C54C)C23C)C2C1NC(=O)C21CCCC1,OUUXMYYRUYKXMA-UHFFFAOYSA-N,O=C1NC2C(c3c[nH]cn3)C=CC(C3CC(OC4CCCCO4)CC4CCC5C(CC=C6C7CCCCC7C7CNc8nc[nH]c8CC7C65)C43)C2C12CCCC2,3.2530790130495743e-15,False,18.472288,9.786197
CNP0173973,,C26H36O11,524.5584546574797,1.1128000000000005,CC(=O)OC1CC(OC(C)=O)C2(C)C(OC(C)=O)CC/C(C)=C\C3OC(=O)C4(C)OC34C(O)C2C1(C)O,ZHJLXFKEWHRRNV-BENRWUELSA-N,O=C1OC2C=CCCCC3CCCCC3CC23OC13,9.852124131283476e-05,False,8.015022,3.0475886
CNP0447789,,C19H16F6N8O6,566.371508641889,1.4456000000000002,[O-][NH+](O)c1ccc(Nc2nc(NN=Cc3cccc([NH+]([O-])O)c3O)nc(OC(C(F)(F)F)C(F)(F)F)n2)cc1,HGAOTFNYIITORL-UHFFFAOYSA-N,C(=NNc1ncnc(Nc2ccccc2)n1)c1ccccc1,0.1397390724900982,False,5.2807946,10.502676
CNP0338777,,C13H17NO5,267.2782873181654,1.0396,COC(=O)C(N=C(O)OCc1ccccc1)C(C)O,OPZWAOJFQFYYIX-UHFFFAOYSA-N,c1ccccc1,0.6127813754146567,False,8.161783,4.3947845
CNP0168744,,C12H13NO4,235.2363834785048,1.2613,COc1cc2ccn(C)c(=O)c2c(OC)c1O,OJLLODMRNXRZIT-UHFFFAOYSA-N,O=c1[nH]ccc2ccccc12,0.3540184038789862,False,6.2836714,8.866078
CNP0296533,,C29H41NO6,499.6400446861616,5.374700000000005,CC(C)=CCCC(C)=CCCC1(C)Oc2c(c(O)cc3c2CN(C(CC(C)C)C(=O)O)C3=O)CC1O,SFWATHVUVKCXSG-UHFFFAOYSA-N,O=C1NCc2c1ccc1c2OCCC1,0.1290739243969956,False,12.716419,7.299252
CNP0417467,,C14H17N3O4S,323.36910969449394,0.4537200000000001,Cc1ccc(N2C(=O)NC3CCN(S(C)(=O)=O)C3C2=O)cc1,KEIOPVRZIPOKAN-UHFFFAOYSA-N,O=C1NC2CCNC2C(=O)N1c1ccccc1,0.5761074810219963,False,3.0448387,7.8249874
CNP0038027,,C18H26N4O6,394.4229481352148,-1.3810999999999989,O=C(CC1OC(CNC(=O)N2CCOCC2)C(O)C1O)NCc1cccnc1,BKDXMAZNLKKASN-UHFFFAOYSA-N,O=C(CC1CCC(CNC(=O)N2CCOCC2)O1)NCc1cccnc1,0.0009068347035992,False,6.6801777,7.06466
CNP0095911,,C19H20O6,344.35922668090416,2.1640000000000006,C=C(C)C(=O)OC1CC2=CC(C/C(C)=C/C3OC(=O)C(=C)C31)OC2=O,JMUOPRSXUVOHFE-UXBLZVDNSA-N,C=C1C(=O)OC2C=CCC3C=C(CCC12)C(=O)O3,0.1311482248561807,False,8.629009,3.0196679
CNP0219309,,C20H23NO4,341.4016781910668,3.244400000000001,COc1cc2c(cc1O)C1Cc3cc(OC)c(OC)cc3C(C2)N1C,ZQCGNPNWSMJDEF-UHFFFAOYSA-N,c1ccc2c(c1)CC1NC2Cc2ccccc21,0.7081088001126171,False,6.897308,3.3292816
CNP0134251,,C31H38O5,490.6315860836549,6.981300000000006,CC(C)=CCCC(C)=CCc1c(O)c(O)c2c(c1CC=C(C)C)OCC(Cc1ccc(O)cc1)C2=O,SKJPIPUYKGSVAM-UHFFFAOYSA-N,O=C1c2ccccc2OCC1Cc1ccccc1,0.5957142215839617,False,-0.20522219,9.697887
CNP0459037,,C11H20N2O7S,324.3522358412796,-1.203899999999997,CCOC(=O)C(CSC(=O)CC(C)O[NH+]([O-])O)NC(C)=O,NRZGEQXSUSQQRF-UHFFFAOYSA-N,,5.004673328103996e-07,False,2.3904085,9.2663555
CNP0272555,,C22H44O3Si,384.66918243531217,7.026900000000008,CCCCCC=CCCC(CCCCCCCC(=O)OC)O[Si](C)(C)C,ZUPXSCMRFYXOOJ-UHFFFAOYSA-N,,0.0022435937270001,False,8.646114,9.454941
CNP0441758,,C23H33N3O4,415.5266998337606,1.4847000000000008,O=C1CC2CCN(C(=O)COc3ccccc3)CC2CCN1CCN1CCOCC1,CTIXJDMXQKMICG-UHFFFAOYSA-N,O=C1CC2CCN(C(=O)COc3ccccc3)CC2CCN1CCN1CCOCC1,0.0001136624085631,False,6.6800466,5.856915
CNP0294365,,C24H25N3O5S2,499.6054846135876,2.9076000000000013,COc1ccc(S(=O)(=O)Nc2ccc3n(c2=O)CC2CC3CN(C(=O)Cc3cccs3)C2)cc1,GFOHEJUEJAXWDS-UHFFFAOYSA-N,O=C(Cc1cccs1)N1CC2CC(C1)c1ccc(NS(=O)(=O)c3ccccc3)c(=O)n1C2,0.0055577787871436,False,6.8940387,4.987233
CNP0119329,,C27H35FN4O3,482.5912264280307,2.3913,CC(C)C(NC(=O)C1CCN(C(=O)C(N)Cc2ccccc2)CC1)C(=O)NCc1ccccc1F,ZOSFBBQTRHDASR-UHFFFAOYSA-N,O=C(CNC(=O)C1CCN(C(=O)CCc2ccccc2)CC1)NCc1ccccc1,9.522740313184666e-05,False,4.2418394,5.944094
CNP0185791,,C28H40O8,504.6134746836507,1.6609999999999985,CC1C(=O)OC(C(C)(O)C2(O)CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC32C)CC1(C)O,VICSJVWLKNWRDW-UHFFFAOYSA-N,O=C1CCCC(CC2CCC3C2CCC2C3CC3OC34CC=CC(=O)C24)O1,0.2713109183035577,False,4.2258763,6.3795767
CNP0295111,,C21H16O6,364.34893545917697,3.101800000000001,Oc1cc(O)c2c(c1)C1Cc3c(O)cc(O)cc3C2c2cc(O)c(O)cc21,FCLAOALFOOHMFS-UHFFFAOYSA-N,c1ccc2c(c1)CC1c3ccccc3C2c2ccccc21,0.9597704807467532,False,2.3903453,14.41236
CNP0399087,,C15H22O,218.3351399635568,4.371800000000004,CC1=CCC(C=C2CCC=C2C)C(C)(C)O1,MYZKUEUGZJCSJL-UHFFFAOYSA-N,C1=CC(=CC2CC=COC2)CC1,0.904747354269044,False,5.287292,3.979463
CNP0154710,,C21H19NO6,381.37946092769033,3.0475000000000017,CCOC(=O)CC(c1ccc2c(c1)OCO2)c1c(O)c2ccccc2[nH]c1=O,AYBXOVPBDCIPQW-UHFFFAOYSA-N,O=c1[nH]c2ccccc2cc1Cc1ccc2c(c1)OCO2,0.1309507217568154,False,-2.2015207,10.572184
CNP0155172,,C30H46O7,518.683186072612,3.9146000000000014,CC1(C)CCC23C(=O)OC2CC2(C)C4(C)CCC5C(C)(CC(O)C(O)C5(C)C(=O)O)C4CCC2(O)C3C1,OAFNSOMIVKSUSF-UHFFFAOYSA-N,O=C1OC2CC3C4CCC5CCCCC5C4CCC3C3CCCCC123,0.0007536172255909,False,3.881118,6.275311
CNP0164264,,C29H48O5,476.6895218283368,3.809300000000002,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(CO)(CO)C5CCC43C)C2O)C1,KOXCHMHNDGJSRT-UHFFFAOYSA-N,C1=C2CC3(CCCC3)CCC2C2CCC3CCCCC3C2C1,0.0244968507895039,False,3.3955715,3.6335971
