scaffold,n,maxSim_mean,maxSim_min,p95Sim_mean,meanSim_mean
O=C(NCc1cccc(-c2cccc(CN3CCNCC3)c2)c1)c1ccc2c(c1)OCO2,10,0.7762957809954484,0.7230769230769231,0.22309577820555188,0.15022899438005627
O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCN(Cc2ccccc2)C1,17,0.7874228599179328,0.7083333333333334,0.2389060539091397,0.1602880561956124
